q_id,ans
0399001,B
0399140,B
0399141,D
0399142,E
0399510,E
0399512,E
0399561,B
0399611,A
0399631,C
0399632,B
0399761,D
0399762,A
0399880,C
0399881,C
0400161,D
0400180,C
0400181,A
0400360,A
0400361,E
0400371,
0400372,A
0400420,B
0400422,E
0400512,B
0400640,E
0400830,D
0400870,D
0400871,B
0401021,E
0401022,C
0401090,C
0401092,C
0402590,A
0402750,E
0403411,A
0403412,C
0403610,C
0403612,C
0404041,C
0404042,D
0404141,A
0404142,B
0404260,E
0404261,E
0404461,B
0404710,D
0404711,D
0404712,C
0404850,A
0404852,D
0404970,A
0404971,A
0404972,C
0405150,D
0405152,A
0405172,C
0405570,B
0405571,E
0405572,C
0406020,E
0406022,E
0406200,D
0406201,B
0406210,A
0406212,D
0406350,C
0406810,A
0406861,C
0407051,A
0407111,A
0407291,C
0407292,B
0407570,B
0407571,E
0407572,D
0408131,D
0408132,D
0408210,C
0408211,D
0408212,B
0408390,B
0408391,A
0408392,C
0408420,C
0408810,C
0408812,A
0408860,D
0408862,A
0408941,C
0408960,A
0408961,C
0408962,B
0409240,B
0409242,B
0409260,C
0409261,E
0409371,A
0409372,D
0409460,D
0409461,A
0409462,C
0409480,E
0409482,A
0409861,A
0409891,A
0409980,D
0409981,E
0409982,D
0410111,D
0410112,B
0410181,C
0410182,C
0410200,D
0410201,A
0410202,D
0411041,B
0411042,C
0411100,D
0411101,E
0411102,A
0411190,B
0411191,D
0411192,D
0411280,
0411282,B
0411470,D
0411471,C
0411472,C
0411800,D
0411802,B
0411991,B
0411992,B
0412000,C
0412002,D
0412120,C
0412121,D
0412460,B
0412471,E
0412570,D
0412571,D
0412572,C
0412650,C
0412651,C
0412710,E
0412730,C
0412731,A
0412760,B
0412761,B
0412790,A
0412791,C
0413001,D
0413220,E
0413221,D
0413222,E
0413690,E
0413691,C
0413730,D
0413731,E
0413970,A
0413972,D
0414382,C
0414491,C
0414780,A
0414880,C
0414881,D
0415070,B
0415071,B
0415072,B
0415501,E
0415700,B
0415701,E
0415721,C
0415740,A
0415741,C
0415742,C
0416030,D
0416031,C
0416032,D
0416331,D
0416350,D
0416351,D
0416352,C
0416382,E
0416711,A
0416872,C
0417730,A
0417732,A
0418371,C
0418391,D
0418421,C
0418460,D
0418461,C
0418480,E
0418481,D
0418482,D
0418590,C
0418591,C
0418671,E
0418672,C
0418720,B
0418750,B
0418751,D
0418880,B
0418881,C
0418990,E
0418991,C
0418992,B
0419081,D
0419230,C
0419451,E
0419452,E
0419901,E
0419982,A
0420080,A
0420081,E
0420550,B
0420551,D
0420700,B
0420701,D
0420702,E
0420910,D
0420912,C
0421020,E
0421351,C
0421352,A
0421370,E
0421440,D
0421441,B
0421442,D
0421472,E
0421780,C
0421782,B
0421820,B
0421821,
0421822,E
0421901,B
0421902,C
0422010,E
0422011,B
0422042,B
0422150,B
0422151,C
0422152,C
0422250,A
0422251,B
0422601,B
0422602,C
0422670,B
0422671,A
0422672,A
0422761,D
0422790,B
0422791,D
0422792,E
0422881,E
0422961,B
0422962,A
0423750,A
0423751,B
0423752,E
0423831,A
0423870,D
0423872,D
0423991,C
0423992,D
0424061,C
0424080,C
0424081,B
0424130,D
0424131,B
0424211,B
0424330,B
0424331,C
0424711,B
0424712,
0424820,B
0424821,C
0424920,E
0424921,C
0424922,C
0424990,E
0424992,A
0425010,B
0425071,C
0425072,D
0425260,A
0425281,A
0425282,A
0425342,C
0425510,E
0425630,A
0425631,C
0425632,C
0425681,D
0425760,C
0425762,E
0426200,E
0426201,D
0426202,C
0426220,B
0426280,E
0426281,C
0426282,E
0426410,E
0426411,C
0426412,C
0426610,E
0426612,D
0426670,B
0426671,C
0426672,E
0426850,D
0426851,C
0426852,A
0426941,D
0426942,
0426970,C
0426971,D
0427110,E
0427111,B
0427112,E
0427370,E
0427371,C
0427430,B
0427431,C
0427432,C
0427520,D
0427521,A
0427570,E
0427571,E
0427572,D
0427790,C
0427791,A
0427901,
0427902,A
0427930,C
0428051,C
0428100,E
0428101,A
0428102,B
0428341,D
0428370,A
0428372,D
0428560,A
0428751,C
0428880,E
0428891,A
0428930,E
0428931,D
0428932,D
0429440,D
0429442,D
0429680,D
0429682,E
0429700,B
0429701,E
0429702,B
0429792,C
0430730,E
0430731,A
0430921,A
0430980,B
0430981,E
0430982,A
0431280,D
0431281,C
0431282,C
0431331,E
0431650,C
0431651,C
0431700,E
0431701,E
0431702,A
0432020,E
0432022,A
0432180,B
0432182,C
0432431,A
0432610,A
0432611,C
0432660,C
0432861,C
0432862,E
0432882,E
0432891,D
0432892,E
0432901,B
0432902,E
0433052,E
0433140,D
0433141,B
0433142,A
0433240,B
0433241,A
0433310,A
0433312,C
0433442,C
0433451,B
0433751,D
0433752,D
0433761,C
0434041,
0434042,E
0434171,B
0434330,E
0434351,D
0434480,A
0434481,C
0434860,D
0434862,A
0434941,D
0434942,C
0435301,C
0435351,D
0435420,A
0435421,C
0435551,D
0435612,B
0435810,C
0435811,A
0435812,B
0436051,B
0436052,D
0436102,B
0436110,C
0436111,C
0436132,A
0436251,B
0436252,D
0436352,D
0436572,A
0436702,C
0436731,A
0436732,C
0436800,E
0436801,C
0436802,C
0437122,A
0437200,E
0437341,A
0437371,D
0437530,D
0437532,C
0437580,B
0437581,A
0437582,D
0437710,D
0437950,C
0438162,C
0438380,D
0438381,E
0438382,E
0438500,A
0438502,E
0438510,A
0438511,E
0438512,A
0438820,B
0438822,B
0439390,E
0439391,D
0439392,E
0439440,C
0439441,E
0439442,A
0439472,C
0439570,B
0439572,A
0439970,D
0439971,B
0440030,B
0440031,A
0440222,A
0440290,D
0440291,A
0440292,A
0440382,B
0440451,A
0440540,C
0440541,D
0440652,B
0440680,A
0440681,B
0440682,A
0440750,B
0440751,C
0440752,E
0440810,B
0440812,E
0441120,B
0441121,A
0441320,D
0441321,B
0441322,B
0441360,D
0441361,B
0441510,A
0441512,B
0441650,C
0441652,B
0441710,B
0441712,E
0441952,A
0442200,A
0442202,A
0442441,B
0442442,E
0442501,E
0442502,A
0442601,A
0442630,C
0442690,D
0442790,B
0442791,C
0442942,E
0443091,A
0443092,E
0443120,C
0443121,D
0443280,A
0443470,D
0443471,E
0443520,C
0443521,E
0443610,B
0443611,B
0444211,E
0444670,D
0444671,D
0444760,C
0444761,E
0444780,E
0444781,D
0444941,C
0445040,D
0445041,E
0445200,C
0445202,E
0445240,B
0445241,E
0445360,B
0445591,D
0445751,
0445752,A
0445792,A
0445902,C
0446041,C
0446042,D
0446122,D
0446210,D
0446211,C
0446271,D
0446421,B
0446422,C
0446770,A
0446771,D
0447180,B
0447230,A
0447232,E
0447320,C
0447321,A
0447430,C
0447431,E
0447490,B
0447492,D
0447950,A
0447951,E
0447952,C
0448000,B
0448001,A
0448002,E
0448010,B
0448020,E
0448021,E
0448022,C
0448231,A
0448232,A
0448250,B
0448252,A
0448310,A
0448311,
0448312,B
0448390,A
0448391,B
0448392,E
0448560,A
0448561,
0448580,E
0448581,D
0448582,A
0448600,D
0448601,E
0448771,E
0449340,A
0449341,C
0449500,E
0449502,E
0449522,A
0449641,A
0449890,D
0449892,C
0449932,A
0450160,D
0450161,C
0450162,E
0450530,D
0450532,B
0450701,B
0450702,E
0450752,B
0450900,B
0450901,D
0450902,D
0450940,B
0450941,B
0450991,A
0451082,A
0451100,D
0451101,B
0451102,E
0451751,A
0451760,D
0451761,A
0451952,B
0451971,B
0451972,C
0452081,A
0452082,D
0452290,B
0452291,B
0452292,B
0452480,E
0452481,D
0452482,D
0453560,C
0453562,C
0453670,C
0453671,C
0453672,B
0453831,E
0453832,B
0453870,E
0453872,D
0453881,E
0453920,E
0453921,B
0453922,A
0454041,C
0454042,C
0454062,D
0454332,A
0454342,C
0454350,C
0454351,E
0454352,D
0454631,E
0454632,D
0454671,B
0454672,E
0454721,C
0454722,B
0454961,B
0455161,A
0455162,C
0455502,C
0455742,A
0455860,D
0455871,B
0455940,B
0455942,E
0455961,C
0456030,E
0456031,E
0456032,C
0456261,C
0456262,B
0456330,C
0456440,C
0456441,E
0456442,E
0456480,A
0456481,B
0456482,C
0456552,A
0456630,E
0456631,C
0456632,D
0456850,A
0456851,D
0456852,E
0456870,E
0456872,C
0457101,D
0457102,E
0457281,B
0457282,B
0457290,E
0457292,B
0457460,B
0457750,B
0457751,A
0458091,E
0458092,D
0458302,D
0458350,E
0458442,A
0458641,C
0458642,C
0458820,A
0458821,A
0458822,A
0459120,B
0459200,B
0459201,C
0459202,D
0459590,E
0459591,D
0459622,A
0459660,E
0459661,D
0459760,C
0459762,C
0460111,D
0460311,C
0460312,D
0460480,B
0460481,D
0460482,D
0460771,D
0460772,A
0460992,E
0461011,E
0461012,A
0461440,D
0461441,D
0461442,C
0461551,C
0461552,B
0461730,C
0461732,E
0461852,D
0462451,B
0462452,D
0462521,E
0462691,B
0463162,A
0463231,E
0463270,B
0463271,B
0463272,E
0463291,D
0463310,D
0463450,D
0463451,A
0463780,B
0464050,B
0464051,E
0464180,B
0464280,A
0464320,E
0464321,D
0464332,E
0464401,B
0464402,C
0464630,A
0464631,D
0464632,D
0464971,C
0464972,C
0465030,A
0465031,A
0465032,D
0465080,D
0465081,E
0465082,E
0465260,C
0465262,C
0465382,A
0465510,A
0465511,E
0465512,E
0465710,B
0465711,D
0465712,B
0466030,E
0466161,B
0466162,C
0466330,B
0466332,E
0466502,A
0467321,E
0467322,B
0467362,A
0467430,B
0467431,D
0467432,B
0467612,A
0467750,B
0467752,C
0468042,D
0468051,D
0468052,B
0468122,B
0468470,C
0468471,B
0468472,A
0468590,B
0468591,D
0468592,B
0468691,B
0468692,B
0468700,D
0468701,C
0468721,A
0468771,E
0468820,C
0468821,
0468890,
0468980,A
0468981,C
0469051,E
0469052,D
0469121,E
0469122,E
0469240,C
0469241,C
0469410,D
0469620,A
0469750,A
0469751,C
0469752,A
0470041,A
0470042,D
0470100,A
0470101,B
0470551,C
0470710,A
0470711,D
0470712,E
0471120,D
0471121,A
0471210,E
0471212,B
0471371,E
0471491,A
0471811,A
0471910,D
0471911,A
0471912,B
0472040,B
0472041,C
0472250,E
0472252,B
0472260,D
0472261,E
0472262,E
0472552,E
0472630,A
0472631,E
0472851,C
0473162,E
0473611,A
0473670,D
0473671,C
0473672,E
0473940,C
0473941,A
0473942,E
0473950,B
0473951,A
0473952,C
0474190,C
0474191,E
0474192,A
0474251,A
0474252,D
0474350,C
0474352,A
0474710,E
0474711,A
0474980,B
0474981,E
0474982,E
0475110,E
0475112,A
0475161,D
0475162,C
0475242,E
0475520,C
0475522,B
0475590,D
0475591,C
0475660,B
0475661,A
0475662,C
0475700,B
0475702,A
0475710,B
0475712,C
0475850,A
0475852,B
0475881,A
0475890,B
0475970,B
0475972,B
0476030,E
0476110,D
0476111,E
0476112,B
0476241,D
0476242,A
0476270,B
0476271,B
0476321,E
0476480,D
0476481,E
0476482,A
0476511,B
0476541,E
0476542,A
0476580,E
0476581,C
0476860,A
0476861,E
0476862,B
0476870,A
0476871,A
0476872,A
0477130,C
0477131,C
0477132,E
0477181,C
0477200,B
0477201,C
0477202,A
0477242,B
0477320,D
0477321,B
0477322,A
0477400,E
0477401,C
0477520,B
0477521,E
0477522,D
0477690,C
0477691,C
0477750,D
0477751,E
0477810,B
0477811,D
0478010,B
0478011,C
0478070,B
0478071,D
0478072,E
0478190,B
0478191,A
0478192,D
0478280,B
0478282,C
0478370,A
0478371,E
0478372,A
0478820,D
0478821,C
0478822,A
0478860,E
0478861,E
0478862,E
0479160,B
0479161,C
0479162,A
0479381,D
0479400,D
0479401,A
0479402,C
0480140,E
0480141,C
0480142,A
0480340,D
0480341,E
0480342,D
0480372,B
0480440,D
0480442,E
0480500,C
0480502,A
0480670,E
0480671,A
0481041,D
0481042,C
0481290,B
0481292,E
0481330,D
0481331,C
0481430,B
0481431,C
0481432,E
0481530,A
0481532,C
0481690,A
0481692,E
0481850,D
0481851,D
0481960,D
0481961,C
0481962,C
0482680,B
0482681,C
0482731,E
0482811,E
0482990,A
0482991,B
0483080,A
0483081,B
0483082,C
0483200,D
0483201,B
0483202,D
0483321,C
0483322,A
0483580,C
0483581,A
0483761,B
0483830,C
0483831,D
0483960,C
0483961,D
0483962,E
0484191,E
0484750,E
0484751,D
0485041,C
0485042,A
0485300,C
0485301,B
0485460,E
0485461,E
0485540,E
0485541,A
0485551,D
0485552,C
0485641,A
0485642,A
0485751,A
0485752,C
0486091,C
0486092,C
0486360,E
0486361,C
0486362,D
0486530,C
0486531,D
0486532,A
0486681,A
0486741,D
0486742,A
0486840,A
0486841,B
0486842,B
0486920,B
0486921,C
0486922,B
0487081,C
0487082,A
0487190,D
0487191,A
0487280,A
0487282,C
0487310,A
0487311,E
0487380,B
0487390,D
0487391,B
0487431,A
0487432,B
0487861,C
0487862,E
0487910,B
0487951,C
0487952,C
0488400,C
0488440,
0488441,A
0488500,
0488501,A
0488502,C
0489050,B
0489100,C
0489101,A
0489171,E
0489172,C
0489241,D
0489242,C
0489560,C
0489561,A
0489720,E
0489722,B
0490050,E
0490052,E
0490060,C
0490061,E
0490140,E
0490141,D
0490142,B
0490480,D
0490481,A
0490600,D
0490680,B
0490682,B
0490751,C
0490910,C
0490911,E
0490960,E
0490961,C
0490970,A
0490971,C
0491150,D
0491332,E
0491651,E
0491652,D
0491941,D
0492361,D
0492550,A
0492551,E
0492552,C
0492591,A
0492690,D
0492691,B
0492692,B
0493270,E
0493271,B
0493272,A
0493700,A
0493701,D
0493702,B
0493711,B
0493712,E
0494130,B
0494131,A
0494281,A
0494440,E
0494450,D
0494451,C
0494452,A
0494500,C
0494501,B
0494502,E
0494730,C
0494731,B
0495021,E
0495022,C
0495170,E
0495590,A
0495592,A
0495670,E
0495671,D
0495672,A
0496330,B
0496331,E
0496461,A
0496601,B
0496670,C
0496760,A
0496820,D
0496822,D
0496832,B
0496881,E
0497330,C
0497331,A
0497402,D
0497562,A
0497590,C
0497591,C
0497592,B
0497611,D
0497612,D
0497631,A
0497632,E
0497770,B
0497772,E
0498100,E
0498101,C
0498530,B
0498532,E
0498620,D
0498621,E
0498622,D
0498812,E
0498830,A
0498831,D
0498832,A
0498850,A
0498851,E
0498852,D
0498910,A
0498931,A
0499421,A
0499460,E
0499840,E
0499841,E
0499850,C
0499851,A
0499940,A
0499941,D
0500061,C
0500250,C
0500252,C
0500340,D
0500342,C
0500540,C
0500541,C
0500990,A
0500991,E
0501000,D
0501001,D
0501170,E
0501240,B
0501241,D
0501250,D
0501450,B
0501451,A
0501452,
0501481,A
0501482,E
0501491,A
0501492,D
0501590,C
0501650,B
0501651,B
0501652,B
0502010,B
0502011,C
0502012,B
0502300,D
0502320,A
0502321,E
0502322,B
0502390,D
0502391,D
0502392,C
0502450,C
0502451,D
0502770,E
0502771,B
0503040,C
0503041,D
0503042,A
0503060,D
0503061,B
0503062,B
0503090,A
0503220,B
0503222,D
0503260,D
0503310,E
0503500,B
0503502,B
0503520,D
0503521,E
0503540,A
0503550,C
0503552,D
0503600,B
0503601,C
0503602,A
0503800,B
0503801,E
0503802,E
0503920,E
0503921,A
0503922,A
0504030,B
0504031,B
0504032,B
0504070,D
0504072,B
0504112,D
0504220,E
0504221,E
0504310,E
0504311,C
0504312,C
0504340,C
0504341,C
0504432,C
0504811,D
0504812,C
0504820,D
0504850,A
0504852,C
0504930,A
0504931,B
0504960,E
0504961,B
0504962,A
0505142,A
0505210,A
0505211,C
0505311,C
0505312,C
0505610,D
0505611,A
0505612,A
0505760,C
0505761,A
0505762,D
0505780,A
0505781,D
0506090,E
0506091,D
0506270,E
0506271,D
0506272,B
0506371,E
0506380,D
0506381,C
0506552,D
0506720,D
0506722,A
0506791,A
0507130,E
0507131,D
0507460,
0507462,C
0507520,D
0507530,D
0507532,A
0507560,B
0507670,C
0507671,D
0507672,A
0507780,C
0507782,B
0507820,E
0507821,E
0507822,A
0507860,C
0507861,A
0507862,B
0508110,C
0508112,A
0508280,A
0508281,B
0508282,E
0508290,E
0508291,A
0508292,D
0508440,E
0508441,B
0508442,A
0508960,B
0508962,E
0509240,B
0509241,B
0509242,D
0509261,A
0509420,C
0509430,E
0509431,B
0509521,E
0509561,D
0509600,E
0509602,E
0509621,D
0509622,E
0509650,A
0509651,E
0509751,C
0509752,E
0509812,D
0510082,C
0510251,A
0510252,E
0510280,B
0510281,A
0510401,D
0510402,B
0510791,B
0510890,E
0510940,E
0510942,B
0510950,D
0510952,B
0511190,D
0511192,B
0511430,B
0511432,C
0511570,C
0511571,B
0511572,D
0511671,E
0511740,D
0511741,B
0511742,A
0511810,B
0511812,D
0511912,A
0512030,A
0512031,D
0512032,D
0512230,A
0512231,B
0512492,B
0512582,D
0512721,C
0512771,D
0512772,C
0512890,A
0512891,C
0512892,B
0513040,B
0513090,C
0513091,E
0513241,A
0513242,A
0513261,C
0513262,B
0513341,B
0513390,B
0513392,D
0513550,B
0513551,E
0513552,C
0513760,C
0513761,A
0514031,D
0514032,B
0514290,D
0514291,E
0514292,B
0514371,A
0514610,B
0514611,E
0514840,D
0514842,A
0514952,A
0515000,B
0515002,C
0515331,A
0515332,C
0515400,D
0515401,A
0515490,D
0515761,D
0515940,D
0515941,C
0515980,E
0516051,A
0516100,C
0516280,E
0516740,E
0516850,D
0516851,B
0516852,B
0517020,B
0517021,A
0517120,E
0517121,D
0517122,E
0517380,E
0517381,A
0517382,E
0517410,A
0517461,D
0517731,A
0517732,A
0518012,E
0518441,E
0518800,B
0518801,E
0518802,D
0518870,E
0518871,E
0519201,C
0519280,D
0519380,C
0519382,A
0519480,D
0519481,C
0519610,C
0519761,E
0519762,B
0519841,A
0519842,E
0520050,B
0520051,D
0520071,A
0520160,D
0520170,E
0520172,A
0520200,B
0520201,A
0520202,C
0520661,C
0521072,D
0521471,B
0521550,B
0521552,A
0521660,A
0522320,D
0522321,A
0522330,C
0522332,D
0522381,A
0522572,E
0522670,B
0522671,E
0522672,D
0522820,A
0522822,C
0522900,D
0522902,E
0523121,C
0523141,E
0523220,A
0523221,C
0523400,E
0523402,D
0523680,E
0523682,D
0523761,D
0523860,C
0523861,C
0524131,B
0524620,A
0524621,C
0524622,B
0524700,A
0524702,D
0525071,A
0525270,E
0525460,B
0525461,C
0525650,A
0525750,B
0525751,E
0525752,A
0525911,A
0526271,A
0526370,A
0526380,D
0526381,B
0526610,A
0526611,B
0526640,D
0526890,B
0526910,C
0526912,A
0527000,E
0527030,C
0527032,A
0527120,E
0527121,D
0527122,C
0527260,C
0527262,C
0527461,D
0527462,B
0527590,D
0527592,C
0527610,E
0527611,E
0527740,E
0527741,A
0527900,C
0527901,B
0528031,D
0528271,E
0528272,E
0528350,C
0528351,E
0528352,A
0528510,D
0528511,B
0528530,C
0528531,B
0528532,A
0528690,E
0528691,A
0528710,E
0528711,E
0528910,C
0528911,A
0528912,B
0529250,E
0529252,C
0529360,C
0529361,A
0529362,D
0529470,E
0529471,A
0529472,D
0529490,A
0529491,A
0529521,A
0529522,D
0529661,A
0529662,E
0529820,B
0529821,D
0529960,C
0529962,B
0530150,E
0530160,B
0530581,D
0530810,C
0530811,C
0530812,A
0530820,A
0530821,D
0531021,C
0531200,B
0531201,D
0531231,C
0531232,E
0531391,C
0531392,A
0531830,E
0531832,C
0532230,A
0532231,C
0532232,E
0532290,E
0532291,D
0532292,D
0532630,E
0532631,B
0532632,D
0532671,D
0532890,C
0532891,C
0532892,E
0533150,C
0533151,E
0533152,E
0533280,B
0533281,B
0533440,D
0533450,E
0533451,E
0533590,C
0533641,A
0533642,B
0534041,D
0534042,D
0534100,C
0534101,E
0534102,E
0534201,C
0534310,C
0534311,C
0534312,C
0534340,A
0534341,C
0534342,C
0534500,E
0534501,B
0534502,D
0534542,C
0534571,D
0534650,B
0534651,B
0534652,E
0534840,C
0534842,A
0534900,B
0535031,A
0535051,A
0535291,E
0535292,B
0535422,E
0535500,E
0535501,A
0535692,C
0535800,B
0535802,A
0536060,B
0536061,E
0536062,B
0536160,D
0536161,C
0536162,C
0536242,E
0536260,B
0536262,B
0536291,E
0536350,E
0536351,E
0536352,D
0536422,D
0536650,E
0536681,E
0536682,B
0536770,D
0536771,B
0536772,E
0536972,A
0537440,C
0537441,C
0537481,C
0537482,A
0537540,E
0537740,A
0537741,C
0537880,B
0538000,D
0538002,A
0538021,E
0538380,B
0538701,A
0538920,D
0538930,E
0538931,A
0539070,B
0539071,D
0539090,C
0539091,A
0539160,A
0539161,D
0539190,C
0539191,C
0539491,D
0539492,E
0539520,A
0539521,E
0539522,C
0539560,D
0539562,
0539581,D
0539650,E
0539651,E
0539652,D
0539901,C
0539902,A
0539941,C
0539942,C
0540070,B
0540071,E
0540072,D
0540111,D
0540112,B
0540250,E
0540251,D
0540390,B
0540391,D
0540392,E
0540880,D
0540882,B
0540910,E
0540911,C
0540920,C
0540921,C
0541230,A
0541231,D
0541232,D
0541330,C
0541331,B
0541332,B
0541641,D
0542041,A
0542042,A
0542520,C
0542521,A
0542640,D
0542641,E
0542642,C
0542770,C
0542772,D
0543000,E
0543001,C
0543010,A
0543011,B
0543051,E
0543052,B
0543290,C
0543291,A
0543340,E
0543342,A
0543350,B
0543352,B
0543370,E
0543371,D
0543372,B
0543400,A
0543550,E
0543551,E
0543581,D
0543582,C
0543890,E
0543891,E
0543892,B
0544211,B
0544212,D
0544850,E
0544851,C
0544852,D
0544900,D
0544902,E
0545131,B
0545160,B
0545161,A
0545170,B
0545171,B
0545172,D
0545200,A
0545201,C
0545270,E
0545272,C
0545330,E
0545332,D
0545401,
0545402,D
0545620,E
0545921,C
0545931,A
0545980,D
0545981,B
0545982,E
0546031,E
0546032,D
0546050,E
0546052,C
0546110,E
0546111,D
0546181,D
0546270,B
0546271,C
0546280,D
0546281,A
0546282,A
0546432,C
0546541,C
0546542,C
0546550,C
0546551,E
0546552,C
0546710,C
0546711,A
0546712,E
0546790,A
0546791,B
0546830,A
0546831,D
0546832,B
0547122,A
0547180,A
0547281,A
0547472,B
0547500,E
0547501,D
0547590,E
0547591,E
0547592,B
0547610,E
0547611,E
0547612,E
0547630,A
0547632,E
0547662,B
0547960,E
0547961,C
0547962,C
0548700,E
0548992,B
0549090,A
0549241,B
0549550,A
0549591,E
0549592,A
0549650,C
0549670,A
0549672,B
0550020,A
0550021,C
0550101,B
0550102,A
0550131,B
0550170,C
0550171,C
0550221,C
0550531,D
0550590,C
0550591,C
0550592,A
0550720,E
0550722,B
0550740,A
0550742,B
0550771,A
0551091,B
0551180,B
0551181,B
0551182,A
0551261,D
0551262,E
0551390,E
0551391,E
0551500,A
0551501,B
0551502,E
0551551,E
0551552,E
0551671,E
0551672,A
0552231,B
0552232,A
0552411,D
0552412,C
0552441,A
0552442,B
0552721,E
0552800,
0552802,A
0552951,C
0552952,C
0552990,A
0553230,D
0553231,E
0553232,B
0553950,B
0553952,D
0554290,A
0554292,C
0554320,B
0554321,D
0554661,A
0554670,D
0554671,A
0554672,E
0555241,A
0555242,D
0555280,D
0555281,C
0555282,A
0555440,A
0555441,A
0555442,E
0555450,A
0555452,A
0555940,B
0556680,A
0556681,C
0556682,B
0557220,A
0557222,E
0557270,B
0557272,B
0557680,D
0557682,A
0557721,B
0557722,C
0557802,C
0558062,E
0558100,E
0558102,A
0558400,E
0558401,E
0558402,E
0558570,A
0558571,E
0558572,D
0558681,A
0558682,A
0559500,C
0559501,D
0559502,D
0559550,
0559551,B
0559552,D
0559811,B
0560130,E
0560132,E
0560360,A
0560361,B
0560362,C
0560681,C
0560700,B
0560920,E
0561082,C
0561270,A
0561290,C
0561371,C
0561372,C
0561581,D
0561582,B
0561601,C
0561602,D
0561870,D
0561871,D
0562120,E
0562121,C
0562441,A
0562500,C
0562502,E
0562671,D
0562880,A
0563021,B
0563260,C
0563261,B
0563262,D
0563442,A
0563500,B
0563501,C
0564001,A
0564002,C
0564130,A
0564132,E
0564261,B
0564262,E
0564301,C
0564370,E
0564431,B
0564551,D
0565040,E
0565410,C
0565440,D
0565621,A
0565622,B
0565671,A
0565801,D
0565920,A
0565921,D
0566240,A
0566241,B
0566381,A
0566382,A
0566460,B
0566462,C
0566510,D
0566511,D
0566512,D
0566690,D
0566692,C
0566840,E
0566842,B
0567010,D
0567011,A
0567131,E
0567132,E
0567141,D
0567240,E
0567241,E
0567242,E
0567390,A
0567391,A
0567392,C
0567521,D
0567680,E
0567681,A
0567682,C
0568210,C
0568211,C
0568212,E
0568650,D
0568652,A
0568722,E
0568742,E
0568910,A
0568912,D
0568981,D
0569321,C
0569322,C
0569600,D
0569602,B
0569830,C
0569831,E
0569832,E
0569880,B
0569881,A
0570061,E
0570230,A
0570270,D
0570720,E
0570722,
0570861,C
0570862,D
0570910,D
0570950,C
0570951,D
0571000,E
0571001,C
0571002,A
0571070,A
0571240,C
0571490,E
0571502,E
0571720,B
0571940,B
0571941,B
0571942,A
0571980,E
0572220,E
0572221,D
0572222,C
0572321,C
0572380,B
0572830,B
0572860,D
0572861,B
0573060,D
0573230,A
0573452,C
0573500,B
0573502,D
0573532,C
0573570,D
0573592,D
0573630,B
0573770,E
0573772,C
0573870,C
0573872,E
0573902,D
0574030,D
0574031,D
0574032,B
0574150,D
0574152,D
0574241,B
0574242,B
0574290,C
0574292,E
0574330,D
0574542,E
0574600,D
0574601,D
0574602,E
0574950,E
0574952,E
0575081,A
0575350,B
0575351,E
0575420,B
0575422,B
0575450,C
0575451,A
0575480,D
0575481,D
0575482,A
0575501,D
0575502,A
0575700,E
0575712,E
0575932,A
0575970,A
0575971,E
0575972,E
0576452,B
0576710,D
0576712,E
0576720,D
0576722,D
0577031,C
0577032,C
0577250,E
0577251,B
0578142,D
0578270,E
0578271,B
0578430,E
0578431,D
0578432,E
0578780,E
0578781,C
0578791,B
0578792,E
0579041,C
0579170,A
0579171,E
0579361,D
0580010,A
0580011,B
0580012,A
0580060,C
0580061,C
0580290,C
0580291,D
0580430,B
0580431,B
0580570,C
0580700,B
0580701,D
0580702,D
0580791,A
0580890,C
0580891,E
0581111,E
0581112,B
0581171,C
0581231,A
0581232,D
0581332,E
0581370,A
0581410,A
0581412,B
0581460,A
0581461,E
0581570,D
0581572,C
0581740,B
0581741,C
0581742,A
0581940,E
0581941,D
0581942,A
0582100,C
0582230,B
0582231,A
0582250,A
0582251,
0582252,A
0582320,E
0582321,A
0582322,A
0582530,D
0582541,E
0583040,C
0583291,E
0583292,A
0583440,D
0583441,A
0583500,A
0583502,A
0583840,E
0583841,A
0583930,C
0583931,B
0584250,B
0584621,B
0584721,C
0584722,D
0584830,A
0584831,D
0584832,B
0584921,B
0585200,E
0585201,E
0585202,A
0585221,E
0585390,C
0585690,B
0585691,E
0586140,D
0586141,E
0586320,B
0586321,D
0586322,D
0586360,E
0586361,B
0586470,B
0586471,E
0586510,C
0586511,E
0586550,D
0586552,B
0586900,D
0586901,B
0586902,C
0587012,E
0587050,A
0587051,D
0587370,E
0587371,B
0587372,D
0587542,B
0587581,B
0587582,D
0587721,A
0587722,A
0587780,D
0587782,C
0587851,A
0587852,C
0587971,E
0587972,B
0588002,D
0588160,A
0588161,E
0588162,A
0588490,E
0588491,A
0588492,B
0588510,C
0588511,E
0588512,C
0588690,B
0588691,D
0588692,C
0588860,B
0588861,D
0588862,C
0589100,C
0589101,C
0589151,B
0589270,C
0589271,E
0589272,D
0589331,B
0589332,E
0589371,A
0589372,A
0589490,B
0589491,E
0589492,E
0590000,D
0590001,C
0590090,A
0590150,C
0590151,C
0590220,C
0590221,B
0590441,B
0590442,D
0591080,C
0591081,C
0591082,B
0591520,B
0591521,B
0591710,B
0591712,D
0592011,A
0592020,A
0592021,A
0592070,A
0592071,A
0592250,A
0592251,C
0592252,C
0592390,B
0592391,
0592952,E
0593280,B
0593282,C
0593521,D
0593522,A
